DelineationCode,SampleDate,CFC_ALG,CFC_ALL_EMAP,CFC_ALL_SWAMP,CFC_AQM,CFC_BRS,CFC_HUM,CFC_LTR,CFC_LWD,CFC_OHV,CFC_RCK,CFC_UCB,FL_F,FL_M,FL_N_F,FL_N_M,FL_Q_F,FL_Q_M,MWVM_F,MWVM_M,NFC_DLU,NFC_EFR,NFC_ERN,PBM_E,PBM_S,PBM_V,PCT_BDRK,PCT_BIGR,PCT_CB,PCT_CF,PCT_CF_WT,PCT_CPOM,PCT_DR,PCT_FAST,PCT_FAST_WT,PCT_FN,PCT_GC,PCT_GF,PCT_GL,PCT_GL_WT,PCT_HP,PCT_MAA,PCT_MAP,PCT_MAU,PCT_MCP,PCT_MIAT1,PCT_MIAT1P,PCT_MIATP,PCT_NSA,PCT_OT,PCT_POOL,PCT_POOL_WT,PCT_RA,PCT_RA_WT,PCT_RC,PCT_RI,PCT_RI_WT,PCT_RN,PCT_RN_WT,PCT_RR,PCT_RS,PCT_SA,PCT_SAFN,PCT_SB,PCT_SFGF,PCT_SLOW,PCT_SLOW_WT,PCT_WD,PCT_XB,PWVZ,RBP_CHN,RBP_EPI,RBP_FLW,RBP_PLS,RBP_SED,SB_PP_D10,SB_PP_D25,SB_PP_D50,SB_PP_D75,SB_PP_D90,SB_PT_D10,SB_PT_D25,SB_PT_D50,SB_PT_D75,SB_PT_D90,SINU,SINU_WORKING,Slope_0,Slope_0_5,Slope_1,Slope_2,W1_HALL_EMAP,W1_HALL_SNARL,W1_HALL_SWAMP,W1H_BLDG,W1H_BRDG,W1H_CROP,W1H_LDFL,W1H_LOG,W1H_MINE,W1H_ORVY,W1H_PARK,W1H_PIPE,W1H_PSTR,W1H_PVMT,W1H_PWRL,W1H_ROAD,W1H_TRAL,W1H_VEGM,W1H_WALL,XBEARING,XBKF_H,XC,XCDENBK,XCDENMID,XCM,XCMG,XEMBED,XFC_ALG,XFC_AQM,XFC_BIG,XFC_BRS,XFC_HUM,XFC_LTR,XFC_LWD,XFC_NAT_EMAP,XFC_NAT_SWAMP,XFC_OHV,XFC_RCK,XFC_UCB,XG,XGB,XGH,XGW,XKBF_W,XM,XMIAT,XMIATP,XMW,XPCAN,XPCM,XPCMG,XPGVEG,XPMGVEG,XPMID,XSDGM,XSLOPE,XSPDGM,XSPGM,XWAK,XWDA,XWDEPTH,XWDM,XWDO,XWDR,XWIDTH,XWPH,XWSC,XWSL,XWTB,XWTC,XWTF,XWV_F,XWV_M
907S05514,5/18/2011,0,5,6,11,9,0,11,5,11,7,0,,,,,29.9,0.84,1.3,0.4,,,,0,9,91,0,21,4,0,0,83,0,81,81,20,11,5,19,19,0,0,0,0,38,0,0,16,0,0,0,0,0,0,0,61,61,20,20,0,0,51,71,6,76,19,19,3,0,23.1,,,,,,0.03,1.03,1.03,4,59,0.03,1.03,1.03,4,59,1.02,,0,0,60,70,0.2,,0.2,0,0,0,0.14,0,0,0,0,0,0,0,,0.06,,0,0,143,0,14,,67,78,178,35,0,50.9,9.1,15.5,0,6.8,5.9,50.7,108.4,26.1,3.2,0,100,16,53,47,7.8,64,0,0.2,,1,1,1,1,1,1,1.5,1.7,1.5,,100,2.1,26.8,59,8.54,29.9,8,8.14,425,0.2,15.82,14.8,58.6,0.56,0.17
907S46499,6/2/2010,0,5,5,6,5,0,0,3,8,4,0,,,,,5.7,0.16,1,0.3,,,,0,100,0,1,15,7,0,0,37,0,5,5,30,5,16,92,92,0,0,0,0,12,0,0,38,0,0,3,3,0,0,0,5,5,0,0,0,1,39,69,2,85,95,95,0,0,18.2,,,,,,,0.03,1.03,4,23,0.03,0.03,1.03,5,23,1.01,,80,90,90,90,0.4,,0.4,0,0,0,0.14,0,0,0,0,0,0,0,,0.26,,0,0,194,1,13,,5,51,133,26,0,2.7,11.6,4.1,0,0,1.4,19.3,22,3.6,10.2,0,82,6,51,31,16.2,38,0.1,0.3,,0.73,0.73,0.73,1,1,1,0.9,0.6,0.8,,150,1.9,15.2,34.8,8.21,82.2,12.5,7.4,440,0.2,1.92,19.9,67.8,0.45,0.14
909JQCASR,6/1/2011,0,5,6,0,11,0,3,7,11,6,1,,,,,0.9,0.02,1.2,0.4,,,,0,91,9,0,33,9,0,0,64,0,96,96,28,19,15,4,4,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,96,96,0,0,0,0,25,53,4,68,4,4,0,1,25,,,,,,0.03,0.03,1.03,30,90,0.03,0.03,1.03,30,90,1.42,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,218,0.3,6,,71,74,165,36,0,0,15.5,21.8,0,1.4,10.5,95,96.4,57.7,4.5,0.5,91,9,34,57,5.5,68,0.1,0.2,,0.73,0.73,0.73,1,1,1,2.2,4.6,2.2,,117,0.1,7.7,16.3,9.21,19.5,1.5,8.16,279,0.1,11.86,8.8,47.8,0.58,0.18
909S09162,8/1/2011,7,7,8,11,1,1,11,0,11,1,1,0.384056323,0.010875264,NA,NA,0.384056323,0.010875264,0.68,0.207264,Agriculture,NO,NO,4.545454545,77.27272727,18.18181818,0,2.857142857,0.952380952,0,0,55.23809524,0,20,20,12.38095238,0,0.952380952,80,80,0,18.0952381,18.0952381,0,35.23809524,22.54901961,23.23232323,97.05882353,36.19047619,22.85714286,0,0,0,0,0,20,20,0,0,0,0,60.95238095,73.33333333,0.952380952,74.28571429,80,80,0,0.952380952,20,NA,NA,,,NA,9,40,157,157,157,0.03,1.03,1.03,1.03,1.03,,,0,40,70,100,0.121227273,,0.121227273,0.030318182,0,0,0.090909091,0,0,0,0,0,0,0,,0,,0,0,231.7,0.428181818,34.43181818,,78.20855615,73.86363636,178.6363636,20,19.31818182,36.81818182,1.363636364,0.454545455,0.454545455,22.5,0,42.27272727,101.5909091,40.90909091,0.454545455,0.454545455,104.7727273,5.568181818,61.59090909,43.18181818,5.081818182,39.43181818,1.017156863,1.047979798,,0.954545455,0.954545455,0.954545455,1,1,1,0.760480202,0.893333333,,0.760480202,280,0.278615071,6.514285714,14.0952381,6.29,35.89181287,2.338095238,7.3,978,0.48,2.3,19.8,67.64,0.296,0.0902208
909S16266,8/1/2011,0,5,6,4,11,0,11,2,11,11,0,0.324445787,0.009187282,NA,NA,0.324445787,0.009187282,0.58,0.176784,"Suburban, Town",NO,NO,4.545454545,72.72727273,22.72727273,25.71428571,55.23809524,12.38095238,3,3,40,0,23.5,23.5,5.714285714,3.80952381,5.714285714,69,69,0.952380952,0,0,0,3.03030303,42.26804124,43.15789474,97.93814433,47.12643678,22.85714286,7.5,7.5,0,0,0,20.5,20.5,0,0,25.71428571,0,9.523809524,15.23809524,3.80952381,20.95238095,76.5,76.5,0,9.523809524,10,13,14,,,13,1.03,1.03,40,157,625,1.03,9,625,5660,5660,,,0,20,30,40,0.250090909,,0.250090909,0.181909091,0,0,0.068181818,0,0,0,0,0,0,0,,0.060636364,,0,0.197,227.7,0.408181818,61.70454545,,93.44919786,127.3863636,196.3636364,16.69230769,0,1.818181818,43.63636364,15.90909091,0,14.09090909,0.909090909,111.3636364,127.2727273,51.81818182,42.72727273,0,68.97727273,22.15909091,7.954545455,61.02272727,5.045454545,65.68181818,1.538659794,1.571052632,,1,1,1,1,0.954545455,1,176.1338571,2.35,,28.16474719,234,0.433540373,9.971428571,23.95238095,7.01,23.06590258,2.3,8.33,1171,0.58,3.7,30.28,86.504,0.236,0.0719328
910S06570,5/24/2010,6,6,7,5,11,0,11,9,11,1,0,,,0.9,0.02,,,,,,,,0,0,100,0,43,0,0,0,64,0,40,40,10,43,28,57,57,0,43,44,5,1,14,16,88,50,0,3,3,0,0,4,40,40,0,0,0,0,15,25,0,53,60,60,0,0,,,,,,,,1.03,15,25,40,0.03,1.03,15,30,40,1.04,,0,0,20,80,0.48,,0.48,0,0,0,0,0,0,0,0,0.03,0,0,,0.45,,0,0,184,0.5,5,,99,73,156,,15.9,2.3,8.2,12.3,0,21.4,7.7,36.4,60.1,15.9,0.5,0,83,20,33,50,6.4,68,0.9,1,,0.32,0.32,0.32,1,1,1,6.5,2,5,,298,0.1,6.5,14,6.75,33.8,2.2,8.15,1483,0.7,,21.3,70.3,,
910S14762,5/26/2010,0,6,7,11,7,0,1,2,9,6,1,,,0.7,0.02,,,,,,,,0,100,0,0,24,10,1,1,47,0,30,30,38,10,7,64,64,0,6,6,0,51,0,0,32,6,0,6,6,0,0,0,29,29,0,0,0,0,30,68,4,75,70,70,0,0,,,,,,,,0.03,1.03,15,80,0.03,0.03,1.03,15,80,1.01,,0,0,32.1,64.3,0.4,,0.4,0,0,0,0.07,0,0,0,0,0,0,0.03,,0.3,,0,0,178,0.6,7,,63,88,181,58,0,31.4,5.9,5,0,0.5,2.7,30.7,62.6,19.8,2.7,0.5,93,5,83,10,7.6,81,0.1,0.3,,0.59,0.59,0.59,1,1,1,0.9,2.2,0.9,,305,0.3,12,22.1,4.35,17.5,2.1,7.8,1394,0.7,18.92,15.8,60.4,,
911KCKCRX,5/31/2011,1,7,7,8,7,0,0,1,11,7,3,,0.006,,,0.2,0.006,0.2,0.1,,,,0,100,0,4,20,3,3,3,68,0,43,43,16,11,13,53,50,0,6,6,0,8,0,0,37,6,0,2,2,0,0,0,40,40,0,0,4,0,52,68,2,81,55,52,0,0,28.6,,,,,,0.03,1.03,1.03,9,45,0.03,1.03,1.03,10,60,1.05,,0,0,0,10,0.32,,0.32,0,0,0,0.32,0,0,0,0,0,0,0,,0,,0,0,149,0.3,11,,61,40,122,30,0.5,5.5,10.5,5.5,0,0,0.5,21,26.5,5,8.6,1.4,82,16,45,37,2.9,29,0.1,0.2,,0.73,0.73,0.73,1,1,1,2.1,5.2,1.5,,240,0.1,6.9,15,7.3,18.8,1.3,8.01,600,0.3,3.21,15.1,59.2,0.1,0.03
911NCPCR2,3/25/2009,11,7,8,11,7,0,3,1,11,11,6,,,0.5,0.01,,,,,,,,5,0,95,1,31,14,0,0,72,0,48,48,0,4,8,52,52,0,39,40,14,63,0,0,14,40,0,0,0,0,0,0,26,26,22,22,0,1,60,60,11,68,52,52,2,1,,,,,,,1.03,1.03,1.03,157,625,1.03,1.03,1.03,157,625,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,-88,7,,41,25,104,22,62.5,30.2,25.8,13.4,0,1.4,0.5,58.1,89.7,18.9,18.9,6.4,79,7,34,45,-88,18,0,0.3,,0.76,0.75,0.75,1,1,0.9,6.7,,6.3,,152,0.1,5.1,12,9.19,43.1,2.2,8.53,571,0.3,0.41,16.9,62.5,,
911NCPCR2,4/28/2009,6,7,8,11,10,0,10,2,11,11,10,,,,,0.2,0.005,0.7,0.2,,,,0,59,41,4,27,5,1,1,80,0,28,28,2,2,10,70,70,0,66,66,2,30,5,8,56,62,0,2,2,0,0,0,25,25,2,2,1,3,60,62,16,72,72,72,1,0,61.5,,,,,,1.03,1.03,1.03,9,625,1.03,1.03,1.03,40,625,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,-88,5,,48,23,97,42,13,27.3,18.8,10,0,10,0.9,44.7,82,15.9,13.4,4.5,74,3,55,19,-88,18,0.5,1,,0.41,0.41,0.41,1,1,1,6.6,,5,,220,0.1,5.3,13,9.31,37.7,2,7.34,515,0.2,1.68,19.8,67.6,0.2,0.06
911NCPCR2,5/27/2009,9,5,6,11,9,0,1,0,10,10,0,,,,,,,,,,,,0,100,0,8,41,13,0,0,40,0,21,21,24,8,10,79,79,0,1,9,8,69,13,18,72,19,0,0,0,0,0,0,21,21,0,0,0,8,25,49,12,59,79,79,1,0,,,,,,,0.03,0.03,1.03,76,280,0.03,1.03,3,160,570,1.05,,0,0,10,80,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,274,0.2,9,,42,37,131,31,7.7,63.6,15.5,7.7,0,2.3,0,44.6,110.5,21.4,15.5,0,94,10,59,35,2.6,28,0.6,0.9,,0.55,0.55,0.55,1,1,1,5.3,2.4,3,,190,0.1,4.5,10.3,7.61,33.3,1.5,8.5,112,0.1,0.77,20.3,68.5,,
911NCPCR2,4/28/2010,11,6,7,11,10,0,10,0,11,11,7,,,,,,,,,,,,0,100,0,21.9047619,61.9047619,21.9047619,17,17,46.66666667,0,57.5,57.5,6.666666667,2.857142857,10.47619048,16.5,16.5,0,20.95238095,21.56862745,0,47.52475248,7,14.58333333,48,29,3.80952381,26,26,0,0,0,24.5,24.5,16,16,5.714285714,16.19047619,15.23809524,21.9047619,12.38095238,32.38095238,42.5,42.5,1.904761905,2.857142857,,,,,,,0.03,1.03,40,157,625,1.03,9,157,2500,5660,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0.709090909,5.227272727,,53.34224599,19.31818182,49.77272727,54.31818182,5,37.04545455,23.86363636,8.181818182,0,4.545454545,0,51.13636364,92.72727273,19.09090909,20.68181818,3.181818182,30.45454545,31.81818182,14.31818182,16.13636364,3.595454545,14.09090909,0.355,0.739583333,,0.5,0.5,0.5,1,0.590909091,1.047619048,79.63412517,,,21.9134677,182.8,0.576734408,15.67619048,32.71428571,9.27,17.33900365,2.718095238,8.41,414,0.2,0.87,11.2,52.16,,
911NCPCR2,5/24/2010,6,6,7,11,11,0,5,0,11,11,2,0.936212635,0.02651059,,NA,0.936212635,0.02651059,0.47,0.143256,NA,NA,NA,NA,NA,NA,12.38095238,57.14285714,11.42857143,2,2,19.04761905,0,78.5,78.5,10.47619048,13.33333333,6.666666667,20.5,20.5,0,4.854368932,5.940594059,0.970873786,27.61904762,0,0,36.36363636,6.060606061,0.952380952,1,1,0,0,0,75.5,75.5,1,1,12.38095238,0,20.95238095,31.42857143,13.33333333,38.0952381,21.5,21.5,3.80952381,6.666666667,0,Not Recorded,Not Recorded,,,Not Recorded,0.03,1.03,40,625,625,0.03,1.03,40,625,5660,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,5.227272727,,49.19786096,25.56818182,99.88636364,39.44444444,4.545454545,53.86363636,41.81818182,15.90909091,0,2.272727273,0,74.77272727,130.9090909,17.04545455,40.90909091,0.909090909,74.31818182,24.43181818,46.13636364,28.18181818,,20.34090909,0.111111111,0.305555556,,0.5,0.5,0.5,1,0.954545455,1,32.14000939,,,14.8412714,129.2,0.483535529,11.95714286,26.52380952,9.17,20.68100358,2.472857143,8.54,410,0.25,0.58,15.43,59.774,0.086176471,0.026266588
911NCPCR2,6/14/2010,9,5,6,9,7,0,5,0,8,9,0,0.140554462,0.003980059,,NA,0.140554462,0.003980059,0.67056,0.204386688,NA,NA,NA,NA,NA,NA,13.33333333,59.04761905,13.33333333,0,0,0.952380952,0,66,66,20,9.523809524,2.857142857,24,24,0,12.38095238,16.19047619,3.80952381,20.95238095,0.980392157,2.325581395,42.15686275,17.64705882,0,10,10,0,0,0,59.5,59.5,6.5,6.5,13.33333333,0,16.19047619,36.19047619,17.14285714,39.04761905,34,34,1.904761905,5.714285714,0,Not Recorded,Not Recorded,,,Not Recorded,0.03,9,157,625,625,0.03,1.03,157,625,5660,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,10.22727273,,54.54545455,35.34090909,96.59090909,45.35714286,13.88888889,53.33333333,45.27777778,10.55555556,0,2.777777778,0,68.33333333,124.4444444,12.5,45.27777778,0,61.25,32.72727273,32.5,28.75,,25.11363636,0.274509804,0.651162791,,0.545454545,0.545454545,0.545454545,1,0.909090909,1,23.44575355,,,9.89120578,136,0.458566978,10.51428571,22.57142857,8.2,21.80706522,2.292857143,8.2,414,0.26,0.34,12.9,55.22,0.059000571,0.017983374
911NCPCR2,6/30/2010,11,7,8,10,7,0,6,4,11,11,4,0.672125475,0.019032474,,NA,0.672125475,0.019032474,0.91,0.277368,NA,NA,NA,NA,NA,NA,24.76190476,71.42857143,14.28571429,0,0,20.95238095,0,60,60,9.523809524,8.571428571,5.714285714,23,23,0,0.952380952,6.666666667,5.714285714,32.38095238,0,0,72.38095238,6.666666667,0,17,17,0,0,0,60,60,0,0,24.76190476,0,7.619047619,17.14285714,22.85714286,22.85714286,40,40,5.714285714,0.952380952,0,Not Recorded,Not Recorded,,,Not Recorded,1.03,1.03,40,625,625,0.83,40,625,5660,5660,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,6.704545455,,54.01069519,37.84090909,87.95454545,22.33333333,57.72727273,42.27272727,47.04545455,7.954545455,0,4.545454545,1.818181818,69.09090909,115.9090909,14.09090909,43.40909091,1.818181818,50.11363636,46.13636364,22.72727273,27.38636364,,31.13636364,0.271428571,0.375,,0.5,0.5,0.5,1,0.727272727,1,120.5307492,,,30.59787318,116,0.382666667,8.2,18.04761905,10.47,26.13240418,2.142857143,8.8,474,0.23,0.6,24.17,75.506,0.325909091,0.099337091
911NCPCR2,7/20/2010,11,6,7,11,7,0,9,4,10,11,0,0.590723403,0.016727424,,NA,0.590723403,0.016727424,1.11,0.338327999,NA,NA,NA,NA,NA,NA,9.523809524,55.23809524,16.19047619,0,0,13.33333333,0,55.5,55.5,4.761904762,6.666666667,5.714285714,30.5,30.5,0,15.90909091,20,1.136363636,23.80952381,0,0,20.19230769,20.54794521,6.666666667,14,14,0,0,0,55.5,55.5,0,0,9.523809524,0,25.71428571,30.47619048,22.85714286,36.19047619,44.5,44.5,1.904761905,0,0,Not Recorded,Not Recorded,,,Not Recorded,0.03,0.03,9,157,625,1.03,1.03,157,625,3142.5,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,6.136363636,,64.70588235,33.52272727,81.25,44.75,5,42.04545455,47.27272727,10.45454545,0,7.727272727,3.636363636,69.54545455,119.3181818,11.81818182,43.63636364,0,47.72727273,44.09090909,20.90909091,26.81818182,,27.38636364,0.052884615,0.261904762,,0.5,0.5,0.5,1,0.772727273,1,37.97488891,,,21.22193077,153.6,0.331136738,7.657142857,18.14285714,5.9,30.19900498,2.312380952,7.7,457,0.25,0.36,17.8,64.04,0.32,0.097536
911NCPCR2,8/19/2010,8,6,7,10,6,0,10,3,11,11,0,0.321679462,0.009108948,,NA,0.321679462,0.009108948,0.46,0.140208,NA,NA,NA,NA,NA,NA,19.04761905,54.28571429,13.33333333,0,0,19.04761905,0,56,56,28.57142857,2.857142857,5.714285714,32,32,0,18.27956989,20.23809524,0,29.52380952,0,0,13.33333333,20.73170732,0,12,12,0,0,0,56,56,0,0,19.04761905,0,11.42857143,40,17.14285714,45.71428571,44,44,0,1.904761905,0,Not Recorded,Not Recorded,,,Not Recorded,1.03,9,157,157,625,0.03,0.03,157,625,5660,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,4.318181818,,61.09625668,23.29545455,71.93181818,58.33333333,3.636363636,47.04545455,45,4.545454545,0,4.545454545,1.363636364,62.95454545,114.5454545,13.40909091,43.63636364,0,48.63636364,44.43181818,18.86363636,29.77272727,,18.97727273,0.033333333,0.25,,0.5,0.5,0.5,1,0.818181818,1.1,16.53047626,,,4.187213598,136,0.394891122,8.980952381,21.76190476,6.43,25.32343584,2.274285714,7.61,426,0.24,0.46,17.69,63.842,0.205333333,0.0625856
911NCPCR2,9/14/2010,6,7,8,11,10,0,11,2,11,11,4,0.189983019,0.00537972,,NA,0.189983019,0.00537972,0.3,0.09144,Other,NO,NO,0,100,0,12.38095238,66.66666667,25.71428571,0,0,49.03846154,0,39.5,39.5,0,8.571428571,7.619047619,51,51,0,40,42.39130435,2.105263158,50,25,37.28813559,67.04545455,74.02597403,6.666666667,9.5,9.5,0,0,0,39.5,39.5,0,0,0,12.38095238,19.04761905,19.04761905,15.23809524,26.66666667,60.5,60.5,0,4.761904762,13.33333333,Not Recorded,Not Recorded,,,Not Recorded,1.03,1.03,1.03,157,625,1.03,9,157,625,5660,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,6.5,,60.96256684,33,89.125,51.48148148,6.363636364,34.09090909,21.59090909,4.545454545,0,6.818181818,2.727272727,52.72727273,93.63636364,26.59090909,17.04545455,1.818181818,56.125,22.25,20.5,35.625,,26.5,0.886363636,1.322033898,,0.5,0.5,0.5,1,0.85,1,91.26305239,,,48.54501639,NA,0.335127202,7.828571429,18.80952381,6.74,29.83941606,2.336,8.02,450,0.2,0.46,16.8,62.24,0.078,0.0237744
911NCPCR2,9/15/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,6.6,,,7.57,333,0.2,1.2,18.2,64.76,,
911S00858,5/31/2010,11,6,6,8,4,0,0,3,7,5,0,,,,,0.2,0.005,1.5,0.5,,,,0,100,0,25,57,13,1,1,27,0,55,55,9,11,11,44,44,0,65,80,38,12,17,18,92,80,0,1,1,0,0,0,54,54,0,0,0,25,21,30,8,41,45,45,2,0,12.5,,,,,,,1.03,10,100,220,1,1.03,40,700,5660,1.29,,0,70,100,100,0.32,,0.32,0,0,0,0.32,0,0,0,0,0,0,0,,0,,0,0,92,0.3,0,,48,27,117,32,32,8.4,5.5,7.3,0,0,1.4,32.1,40.5,19.3,4.1,0,90,22,49,41,6,27,0.9,0.9,,0,0,0,1,1,1,38.4,0.4,7.1,,112,0.2,11.6,22.4,6.22,15.5,1.8,7.3,346.8,0.2,0.99,8.2,46.8,0.35,0.11
911S01142,5/24/2011,0,6,7,11,1,0,5,2,11,8,1,,,,,8.8,0.25,1.4,0.4,,,,0,36,64,4,41,20,0,0,59,0,92,92,18,10,11,8,8,0,1,1,0,37,0,0,87,1,0,0,0,0,0,0,92,92,0,0,0,4,30,48,5,59,8,8,0,2,18.2,,,,,,0.03,1.03,1.03,71,226,0.03,1.03,2,86,246,1.02,,0,0,50,70,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,122,0.2,4,,42,39,132,32,0,30.5,6.8,0.5,0,2.3,2.7,15.9,48.7,8.6,3.6,0.5,93,13,54,39,7.3,35,0.3,0.3,,0.41,0.41,0.41,1,1,1,5.2,1.8,4,,175,0.7,15.5,36.2,9.3,29.7,4.6,8.51,551,0.3,3.35,15.6,60.1,0.69,0.21
911S03510,7/21/2011,11,3,4,11,0,0,11,0,11,0,0,3.305058688,0.09358884,NA,NA,3.305058688,0.09358884,1.29,0.393191999,Range,NO,NO,0,100,0,0,0,0,0,0,36.19047619,0,39,39,0,0,2.857142857,59.5,59.5,0,44.76190476,44.76190476,0,36.19047619,0,0,79.04761905,44.76190476,3.80952381,1.5,1.5,0,0,0,38.5,38.5,0.5,0.5,0,0,93.33333333,93.33333333,0,96.19047619,61,61,0,0,14.28571429,NA,NA,,,NA,0.03,0.03,1.03,9,157,1.03,1.03,1.03,1.03,1.03,,,0,0,70,100,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,307.3,1.166363636,20.45454545,,23.12834225,87.04545455,197.9545455,,48.63636364,25,0,0,0,5,0,5,35,5,0,0,110.9090909,3.863636364,30.22727273,80.68181818,8.119090909,66.59090909,0.280952381,0.355421687,,0.909090909,0.909090909,0.909090909,1,1,1,1.098499233,0.966666667,,1.098499233,408,0.266452991,11.87619048,27.33333333,11.24,37.53007217,4.457142857,8.2,2458,1.27,2.9,23.12,73.616,0.538571429,0.164156571
911S05402,7/28/2011,9,6,7,11,5,0,11,0,10,11,2,0,0,NA,NA,0,0,0.6,0.18288,Forest,NO,NO,0,100,0,29.52380952,58.0952381,13.33333333,3,3,22.85714286,0,40,40,0.952380952,1.904761905,5.714285714,47.5,47.5,0,11.88118812,12.24489796,0,34.65346535,7.070707071,9.459459459,74.74747475,20.43010753,8.571428571,12.5,12.5,0,0,0,36.5,36.5,0.5,0.5,0,29.52380952,26.66666667,27.61904762,7.619047619,33.33333333,60,60,0,5.714285714,0,20,18,,,15,1.03,157,625,2500,2500,1.03,1.03,157,5660,5660,,,0,10,10,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,264.8,0.268181818,11.93181818,,50.40106952,43.75,112.1590909,27.14285714,5.909090909,17.72727273,50.45454545,2.272727273,0,8.636363636,0,64.54545455,90.90909091,11.81818182,49.54545455,0.909090909,68.40909091,15,27.5,40.90909091,6.472727273,31.81818182,0.550505051,0.736486486,,0.818181818,0.818181818,0.818181818,1,0.909090909,1.047619048,114.3775705,2.686666667,,17.79124613,160,0.51902439,15.2,37.0952381,8.12,19.26691729,2.928571429,8.3,671,0.33,2.6,20.64,69.152,0.371428571,0.113211428
911S12262,5/24/2010,11,3,3,11,0,0,0,0,0,4,0,,,,,,,,,,,,0,100,0,6,9,0,1,1,63,0,17,17,34,2,32,83,83,0,51,54,3,59,0,0,49,54,0,0,0,0,0,0,16,16,0,0,2,4,26,60,1,92,83,83,0,0,,,,,,,,0.03,1.03,7,9,0.03,0.03,1.03,8,12,1.1,,0,0,10,50,0.33,,0.33,0,0,0,0,0,0,0,0,0,0,0,,0.33,,0,0,199,1,4,,42,35,93,,20.7,33.2,3.6,0,0,0,0,3.6,36.8,0,3.6,0,58,40,45,13,20,31,0.1,0.3,,0.59,0.59,0.59,1,0.95,1,1.1,4.6,0.6,,360,0,3,7.1,3.14,53.3,1.6,7.4,808,0.4,1.59,20.4,68.7,,
911TCCTCX,5/31/2011,0,6,6,10,8,0,0,1,10,6,7,,,,,0.7,0.02,1.4,0.4,,,,0,100,0,0,26,6,1,1,60,0,65,65,26,18,10,33,33,0,5,6,1,39,0,0,20,6,0,2,2,0,0,0,64,64,0,0,0,0,39,65,2,75,35,35,0,0,25,,,,,,0.03,0.03,1.03,16,45,0.03,0.03,1.03,16,45,1.03,,0,0,10,30,0.68,,0.68,0,0,0,0,0,0,0,0,0,0.68,0,,0,,0,0,168,0.4,29,,65,65,142,43,0,44.3,6.4,9.1,0,0,0.5,33.2,77.5,17.7,2.7,3.2,77,28,41,36,4,36,0,0.2,,0.91,0.91,0.91,1,1,1,1.4,3.5,1.4,,140,0.2,9.6,21,8.23,25,2.4,8.08,355.4,0.2,2.33,10.2,50.4,0.55,0.17
911TJWIL3,5/25/2011,11,7,8,9,9,0,9,3,9,11,6,,0.02,,,0.7,0.02,0.9,0.3,,,,18,36,45,0,42,19,0,0,45,0,43,43,0,17,28,49,49,0,10,10,0,4,0,0,26,10,0,8,8,0,0,0,42,42,1,1,0,0,30,30,3,58,57,57,0,3,50,,,,,,1.03,1.03,8,62,130,1.03,1.03,8,62,130,1.2,,10,10,20,40,0.39,,0.39,0,0,0,0,0,0,0,0,0,0,0.12,,0.27,,0,0,65,0.4,25,,69,83,163,40,5,4.1,23.7,5.9,0,4.1,1.4,37.3,45.5,7.7,15.9,6.4,80,22,32,48,5.9,58,0.1,0.2,,0.91,0.91,0.91,1,1,1,11.4,2.9,11.4,,225,0.2,8,16.7,8.7,32.5,2.6,8.31,716,0.4,1.43,14.8,58.6,0.33,0.1
